currency,item_list_name,index,item_name,item_id,item_ean,price,item_brand,item_category,quantity,coupon,item_sms,item_internal_id,item_provider,item_provider_type,item_shipping,item_variant
EUR,catalog,1,queso-de-oveja-viejo-flor-de-esgueva-cuna-250-g,078698,8410285808086,7.99,flor-de-esgueva,cat20002-productos-frescos,1,directo/sobre-producto/_2-unidad--50,078698,vc4aecomm-078698,carrefour,carrefour,home_delivery|drive,
EUR,catalog,2,apio-blanco-carrefour-el-mercado-500-g,354184,8431876353471,1.55,carrefour,cat20002-productos-frescos,1,,354184,vc4aecomm-354184,carrefour,carrefour,home_delivery|drive,
EUR,catalog,3,oreja-de-cerdo-carrefour-el-mercado-200-g-aprox,867509,2974982000007,1.6,carrefour,cat20002-productos-frescos,1,,867509,782401303,carrefour,carrefour,home_delivery|drive,
EUR,catalog,4,centro-de-paleta-iberica-50-raza-iberica-ibersierra-300-g-aprox-,128528,2945802000002,13.02,carrefour,cat20002-productos-frescos,1,,128528,vc4aecomm-128528,carrefour,carrefour,home_delivery|drive,loncha-fina-1mm|loncha-gruesa-34mm|loncha-normal-23mm
EUR,catalog,5,ensalada-pasta-y-atun-325-g,010744,8414516138980,3.39,,cat20002-productos-frescos,1,,010744,vc4aecomm-010744,carrefour,carrefour,home_delivery|drive,
EUR,catalog,6,canelones-de-carne-carrefour-el-mercado-350-g,799002,8431876226065,3.3,carrefour,cat20002-productos-frescos,1,,799002,525973504,carrefour,carrefour,home_delivery|drive,
EUR,catalog,7,salmon-ahumado-reducido-en-sal-ecologico-bio-carrefour-85-g,314729,8431876350234,4.65,carrefour-bio,cat20002-productos-frescos,1,,314729,vc4aecomm-314729,carrefour,carrefour,home_delivery|drive,
EUR,catalog,8,magro-de-cerdo-adobado-el-pozo-330-g,735603,8410843065340,2.39,el-pozo,cat20002-productos-frescos,1,,735603,607220366,carrefour,carrefour,home_delivery|drive,
EUR,catalog,9,mini-croissant-clasico-carrefour-10-ud,079723,2957098000000,3.25,carrefour,cat20002-productos-frescos,1,,079723,vc4aecomm-079723,carrefour,carrefour,home_delivery|drive,
EUR,catalog,10,queso-de-oveja-viejo-graso-flor-de-esgueva-tapas-maestras-ya-cortado-cuna-de-210-g,712227,8410285190198,7.89,flor-de-esgueva,cat20002-productos-frescos,1,directo/sobre-producto/_2x1-acumula,712227,vc4aecomm-712227,carrefour,carrefour,home_delivery|drive,
EUR,catalog,11,la-gula-del-norte-2x210-g,806329,8422107002039,10.5,,cat20002-productos-frescos,1,,806329,630301661,carrefour,carrefour,home_delivery|drive,
EUR,catalog,12,chorizo-oreado-picante-carrefour-500-g-aprox,058939,2956823000001,4.32,carrefour,cat20002-productos-frescos,1,,058939,vc4aecomm-058939,carrefour,carrefour,home_delivery|drive,
EUR,catalog,13,placas-de-lasana-y-canelones-frescas-al-huevo-carrefour-original-250-g,761147,8431876314496,1.71,carrefour,cat20002-productos-frescos,1,directo/sobre-producto/_2-unidad--50,761147,vc4aecomm-761147,carrefour,carrefour,home_delivery|drive,
EUR,catalog,14,mortadela-di-bologna-igp-ferrarini-espana-100-g,840769,8030153604871,2.99,,cat20002-productos-frescos,1,,840769,prod590910,carrefour,carrefour,home_delivery|drive,
EUR,catalog,15,masa-hojaldre-carrefour-classic-460-g,969704,3560071269364,2.09,carrefour,cat20002-productos-frescos,1,,969704,832908377,carrefour,carrefour,home_delivery|drive,
EUR,catalog,16,queso-de-mezcla-semicurado-gran-capitan-cuna-cortada-de-230-g-aprox,712294,8411049027859,6.09,gran-capitan,cat20002-productos-frescos,1,directo/sobre-producto/_2x1-acumula,712294,vc4aecomm-712294,carrefour,carrefour,home_delivery|drive,
EUR,catalog,17,mortadela-siciliana-en-lonchas-el-pozo-sin-gluten-225-g,711205,8410843013877,1.5,el-pozo,cat20002-productos-frescos,1,,711205,prod394715,carrefour,carrefour,home_delivery|drive,
EUR,catalog,18,queso-tierno-en-tiras-original-pik-nik-kids-80-g,618947,4770299391610,2.39,pik-nik,cat20002-productos-frescos,1,,618947,vc4aecomm-618947,carrefour,carrefour,home_delivery|drive,
EUR,catalog,19,barritas-krissia-300-g,714020,8422107005498,4.65,,cat20002-productos-frescos,1,directo/sobre-producto/_2-unidad--50,714020,521032020,carrefour,carrefour,home_delivery|drive,
EUR,catalog,20,pate-a-las-finas-hierbas-classic-carrefour-sin-gluten-y-sin-lactosa-160-g,044289,8431876268768,1.08,carrefour,cat20002-productos-frescos,1,,044289,prod930066,carrefour,carrefour,home_delivery|drive,
EUR,catalog,21,bacon-sabor-ahumado-en-tiras-el-pozo-sin-gluten-pack-de-unidades-de-55g,169865,8410843145523,1.49,,cat20002-productos-frescos,1,,169865,vc4aecomm-169865,carrefour,carrefour,home_delivery|drive,
EUR,catalog,22,corvina-circulo-de-calidad-2-kg-aprox,320145,2994324000007,19.9,circulo-de-calidad,cat20002-productos-frescos,1,,320145,fprod1260183,carrefour,carrefour,home_delivery|drive,entero|entero-limpio|rodajas|espalda-con-espina|espalda-sin-espina|filetes|filetes-sin-piel
EUR,catalog,23,pechuga-de-pavo-carrefour-el-mercado-sin-gluten-pieza-de-400-g,710370,8431876250725,2.99,carrefour,cat20002-productos-frescos,1,,710370,vc4aecomm-710370,carrefour,carrefour,home_delivery|drive,
EUR,catalog,24,filete-de-merluza-sin-piel-congelado-850-g,412039,8431876355901,7.85,el-mercado,cat20002-productos-frescos,1,,412039,vc4aecomm-412039,carrefour,carrefour,home_delivery|drive,
